year,cancerType,state,stat,value
2001,Respitory,OH,deaths,10285
2001,Respitory,OH,population,11387404
2001,Respitory,OH,crude_rate,90.3
2002,Respitory,OH,deaths,10516
2002,Respitory,OH,population,11407889
2002,Respitory,OH,crude_rate,92.2
2003,Respitory,OH,deaths,10268
2003,Respitory,OH,population,11434788
2003,Respitory,OH,crude_rate,89.8
2004,Respitory,OH,deaths,10180
2004,Respitory,OH,population,11452251
2004,Respitory,OH,crude_rate,88.9
2005,Respitory,OH,deaths,11169
2005,Respitory,OH,population,11463320
2005,Respitory,OH,crude_rate,97.4
2006,Respitory,OH,deaths,10095
2006,Respitory,OH,population,11481213
2006,Respitory,OH,crude_rate,87.9
2007,Respitory,OH,deaths,10259
2007,Respitory,OH,population,11500468
2007,Respitory,OH,crude_rate,89.2
2008,Respitory,OH,deaths,11176
2008,Respitory,OH,population,11515391
2008,Respitory,OH,crude_rate,97.1
2009,Respitory,OH,deaths,10821
2009,Respitory,OH,population,11528896
2009,Respitory,OH,crude_rate,93.9
2010,Respitory,OH,deaths,10856
2010,Respitory,OH,population,11536504
2010,Respitory,OH,crude_rate,94.1
1999,Respitory,OK,deaths,3393
1999,Respitory,OK,population,3437147
1999,Respitory,OK,crude_rate,98.7
2000,Respitory,OK,deaths,3476
2000,Respitory,OK,population,3450654
2000,Respitory,OK,crude_rate,100.7
2001,Respitory,OK,deaths,3435
2001,Respitory,OK,population,3467100
2001,Respitory,OK,crude_rate,99.1
2002,Respitory,OK,deaths,3476
2002,Respitory,OK,population,3489080
2002,Respitory,OK,crude_rate,99.6
2003,Respitory,OK,deaths,3696
2003,Respitory,OK,population,3504892
2003,Respitory,OK,crude_rate,105.5
2004,Respitory,OK,deaths,3402
2004,Respitory,OK,population,3525233
2004,Respitory,OK,crude_rate,96.5
2005,Respitory,OK,deaths,3956
2005,Respitory,OK,population,3548597
2005,Respitory,OK,crude_rate,111.5
2006,Respitory,OK,deaths,3614
2006,Respitory,OK,population,3594090
2006,Respitory,OK,crude_rate,100.6
2007,Respitory,OK,deaths,3777
2007,Respitory,OK,population,3634349
2007,Respitory,OK,crude_rate,103.9
2008,Respitory,OK,deaths,4214
2008,Respitory,OK,population,3668976
2008,Respitory,OK,crude_rate,114.9
2009,Respitory,OK,deaths,3992
2009,Respitory,OK,population,3717572
2009,Respitory,OK,crude_rate,107.4
2010,Respitory,OK,deaths,4082
2010,Respitory,OK,population,3751351
2010,Respitory,OK,crude_rate,108.8
1999,Respitory,OR,deaths,2893
1999,Respitory,OR,population,3393941
1999,Respitory,OR,crude_rate,85.2
2000,Respitory,OR,deaths,2764
2000,Respitory,OR,population,3421399
2000,Respitory,OR,crude_rate,80.8
2001,Respitory,OR,deaths,2807
2001,Respitory,OR,population,3467937
2001,Respitory,OR,crude_rate,80.9
2002,Respitory,OR,deaths,3003
2002,Respitory,OR,population,3513424
2002,Respitory,OR,crude_rate,85.5
2003,Respitory,OR,deaths,2932
2003,Respitory,OR,population,3547376
2003,Respitory,OR,crude_rate,82.7
2004,Respitory,OR,deaths,2860
2004,Respitory,OR,population,3569463
2004,Respitory,OR,crude_rate,80.1
2005,Respitory,OR,deaths,2955
2005,Respitory,OR,population,3613202
2005,Respitory,OR,crude_rate,81.8
2006,Respitory,OR,deaths,2915
2006,Respitory,OR,population,3670883
2006,Respitory,OR,crude_rate,79.4
2007,Respitory,OR,deaths,2956
2007,Respitory,OR,population,3722417
2007,Respitory,OR,crude_rate,79.4
2008,Respitory,OR,deaths,3025
2008,Respitory,OR,population,3768748
2008,Respitory,OR,crude_rate,80.3
2009,Respitory,OR,deaths,3029
2009,Respitory,OR,population,3808600
2009,Respitory,OR,crude_rate,79.5
2010,Respitory,OR,deaths,2950
2010,Respitory,OR,population,3831074
2010,Respitory,OR,crude_rate,77
1999,Respitory,PA,deaths,12211
1999,Respitory,PA,population,12263805
1999,Respitory,PA,crude_rate,99.6
2000,Respitory,PA,deaths,12368
2000,Respitory,PA,population,12281054
2000,Respitory,PA,crude_rate,100.7
2001,Respitory,PA,deaths,11639
2001,Respitory,PA,population,12298970
2001,Respitory,PA,crude_rate,94.6
2002,Respitory,PA,deaths,12033
2002,Respitory,PA,population,12331031
2002,Respitory,PA,crude_rate,97.6
2003,Respitory,PA,deaths,12150
2003,Respitory,PA,population,12374658
2003,Respitory,PA,crude_rate,98.2
2004,Respitory,PA,deaths,12099
2004,Respitory,PA,population,12410722
2004,Respitory,PA,crude_rate,97.5
2005,Respitory,PA,deaths,12288
2005,Respitory,PA,population,12449990
2005,Respitory,PA,crude_rate,98.7
2006,Respitory,PA,deaths,11248
2006,Respitory,PA,population,12510809
2006,Respitory,PA,crude_rate,89.9
2007,Respitory,PA,deaths,11557
2007,Respitory,PA,population,12563937
2007,Respitory,PA,crude_rate,92
2008,Respitory,PA,deaths,12534
2008,Respitory,PA,population,12612285
2008,Respitory,PA,crude_rate,99.4
2009,Respitory,PA,deaths,11928
2009,Respitory,PA,population,12666858
2009,Respitory,PA,crude_rate,94.2
2010,Respitory,PA,deaths,11422
2010,Respitory,PA,population,12702379
2010,Respitory,PA,crude_rate,89.9
1999,Respitory,RI,deaths,941
1999,Respitory,RI,population,1040402
1999,Respitory,RI,crude_rate,90.4
2000,Respitory,RI,deaths,1018
2000,Respitory,RI,population,1048319
2000,Respitory,RI,crude_rate,97.1
2001,Respitory,RI,deaths,985
2001,Respitory,RI,population,1057142
2001,Respitory,RI,crude_rate,93.2
2002,Respitory,RI,deaths,990
2002,Respitory,RI,population,1065995
2002,Respitory,RI,crude_rate,92.9
2003,Respitory,RI,deaths,943
2003,Respitory,RI,population,1071342
2003,Respitory,RI,crude_rate,88
2004,Respitory,RI,deaths,892
2004,Respitory,RI,population,1074579
2004,Respitory,RI,crude_rate,83
2005,Respitory,RI,deaths,955
2005,Respitory,RI,population,1067916
2005,Respitory,RI,crude_rate,89.4
2006,Respitory,RI,deaths,961
2006,Respitory,RI,population,1063096
2006,Respitory,RI,crude_rate,90.4
2007,Respitory,RI,deaths,853
2007,Respitory,RI,population,1057315
2007,Respitory,RI,crude_rate,80.7
2008,Respitory,RI,deaths,937
2008,Respitory,RI,population,1055003
2008,Respitory,RI,crude_rate,88.8
2009,Respitory,RI,deaths,890
2009,Respitory,RI,population,1053646
2009,Respitory,RI,crude_rate,84.5
2010,Respitory,RI,deaths,911
2010,Respitory,RI,population,1052567
2010,Respitory,RI,crude_rate,86.6
1999,Respitory,SC,deaths,3329
1999,Respitory,SC,population,3974682
1999,Respitory,SC,crude_rate,83.8
2000,Respitory,SC,deaths,3127
2000,Respitory,SC,population,4012012
2000,Respitory,SC,crude_rate,77.9
2001,Respitory,SC,deaths,3312
2001,Respitory,SC,population,4064995
2001,Respitory,SC,crude_rate,81.5
2002,Respitory,SC,deaths,3534
2002,Respitory,SC,population,4107795
2002,Respitory,SC,crude_rate,86
2003,Respitory,SC,deaths,3632
2003,Respitory,SC,population,4150297
2003,Respitory,SC,crude_rate,87.5
2004,Respitory,SC,deaths,3358
2004,Respitory,SC,population,4210921
2004,Respitory,SC,crude_rate,79.7
2005,Respitory,SC,deaths,3503
2005,Respitory,SC,population,4270150
2005,Respitory,SC,crude_rate,82
2006,Respitory,SC,deaths,3443
2006,Respitory,SC,population,4357847
2006,Respitory,SC,crude_rate,79
2007,Respitory,SC,deaths,3532
2007,Respitory,SC,population,4444110
2007,Respitory,SC,crude_rate,79.5
2008,Respitory,SC,deaths,3812
2008,Respitory,SC,population,4528996
2008,Respitory,SC,crude_rate,84.2
2009,Respitory,SC,deaths,3917
2009,Respitory,SC,population,4589872
2009,Respitory,SC,crude_rate,85.3
2010,Respitory,SC,deaths,3908
2010,Respitory,SC,population,4625364
2010,Respitory,SC,crude_rate,84.5
1999,Respitory,SD,deaths,678
1999,Respitory,SD,population,750412
1999,Respitory,SD,crude_rate,90.4
2000,Respitory,SD,deaths,715
2000,Respitory,SD,population,754844
2000,Respitory,SD,crude_rate,94.7
2001,Respitory,SD,deaths,648
2001,Respitory,SD,population,757972
2001,Respitory,SD,crude_rate,85.5
2002,Respitory,SD,deaths,729
2002,Respitory,SD,population,760020
2002,Respitory,SD,crude_rate,95.9
2003,Respitory,SD,deaths,706
2003,Respitory,SD,population,763729
2003,Respitory,SD,crude_rate,92.4
2004,Respitory,SD,deaths,678
2004,Respitory,SD,population,770396
2004,Respitory,SD,crude_rate,88
2005,Respitory,SD,deaths,805
2005,Respitory,SD,population,775493
2005,Respitory,SD,crude_rate,103.8
2006,Respitory,SD,deaths,671
2006,Respitory,SD,population,783033
2006,Respitory,SD,crude_rate,85.7
2007,Respitory,SD,deaths,750
2007,Respitory,SD,population,791623
2007,Respitory,SD,crude_rate,94.7
2008,Respitory,SD,deaths,808
2008,Respitory,SD,population,799124
2008,Respitory,SD,crude_rate,101.1
2009,Respitory,SD,deaths,695
2009,Respitory,SD,population,807067
2009,Respitory,SD,crude_rate,86.1
2010,Respitory,SD,deaths,731
2010,Respitory,SD,population,814180
2010,Respitory,SD,crude_rate,89.8
1999,Respitory,TN,deaths,5321
1999,Respitory,TN,population,5638706
1999,Respitory,TN,crude_rate,94.4
2000,Respitory,TN,deaths,5506
2000,Respitory,TN,population,5689283
2000,Respitory,TN,crude_rate,96.8
2001,Respitory,TN,deaths,5542
2001,Respitory,TN,population,5750789
2001,Respitory,TN,crude_rate,96.4
2002,Respitory,TN,deaths,5757
2002,Respitory,TN,population,5795918
2002,Respitory,TN,crude_rate,99.3
2003,Respitory,TN,deaths,5881
2003,Respitory,TN,population,5847812
2003,Respitory,TN,crude_rate,100.6
2004,Respitory,TN,deaths,5565
2004,Respitory,TN,population,5910809
2004,Respitory,TN,crude_rate,94.1
2005,Respitory,TN,deaths,5834
2005,Respitory,TN,population,5991057
2005,Respitory,TN,crude_rate,97.4
2006,Respitory,TN,deaths,5549
2006,Respitory,TN,population,6088766
2006,Respitory,TN,crude_rate,91.1
2007,Respitory,TN,deaths,5746
2007,Respitory,TN,population,6175727
2007,Respitory,TN,crude_rate,93
2008,Respitory,TN,deaths,6169
2008,Respitory,TN,population,6247411
2008,Respitory,TN,crude_rate,98.7
2009,Respitory,TN,deaths,6019
2009,Respitory,TN,population,6306019
2009,Respitory,TN,crude_rate,95.4
2010,Respitory,TN,deaths,6063
2010,Respitory,TN,population,6346105
2010,Respitory,TN,crude_rate,95.5
1999,Respitory,TX,deaths,13542
1999,Respitory,TX,population,20558220
1999,Respitory,TX,crude_rate,65.9
2000,Respitory,TX,deaths,13712
2000,Respitory,TX,population,20851820
2000,Respitory,TX,crude_rate,65.8
2001,Respitory,TX,deaths,13953
2001,Respitory,TX,population,21319622
2001,Respitory,TX,crude_rate,65.4
2002,Respitory,TX,deaths,13977
2002,Respitory,TX,population,21690325
2002,Respitory,TX,crude_rate,64.4
2003,Respitory,TX,deaths,13734
2003,Respitory,TX,population,22030931
2003,Respitory,TX,crude_rate,62.3
2004,Respitory,TX,deaths,13428
2004,Respitory,TX,population,22394023
2004,Respitory,TX,crude_rate,60
2005,Respitory,TX,deaths,14404
2005,Respitory,TX,population,22778123
2005,Respitory,TX,crude_rate,63.2
2006,Respitory,TX,deaths,13948
2006,Respitory,TX,population,23359580
2006,Respitory,TX,crude_rate,59.7
2007,Respitory,TX,deaths,14441
2007,Respitory,TX,population,23831983
2007,Respitory,TX,crude_rate,60.6
2008,Respitory,TX,deaths,15700
2008,Respitory,TX,population,24309039
2008,Respitory,TX,crude_rate,64.6
2009,Respitory,TX,deaths,15298
2009,Respitory,TX,population,24801761
2009,Respitory,TX,crude_rate,61.7
2010,Respitory,TX,deaths,15553
2010,Respitory,TX,population,25145561
2010,Respitory,TX,crude_rate,61.9
1999,Respitory,UT,deaths,1180
1999,Respitory,UT,population,2203482
1999,Respitory,UT,crude_rate,53.6
2000,Respitory,UT,deaths,1139
2000,Respitory,UT,population,2233169
2000,Respitory,UT,crude_rate,51
2001,Respitory,UT,deaths,1200
2001,Respitory,UT,population,2283715
2001,Respitory,UT,crude_rate,52.5
2002,Respitory,UT,deaths,1291
2002,Respitory,UT,population,2324815
2002,Respitory,UT,crude_rate,55.5
2003,Respitory,UT,deaths,1286
2003,Respitory,UT,population,2360137
2003,Respitory,UT,crude_rate,54.5
2004,Respitory,UT,deaths,1227
2004,Respitory,UT,population,2401580
2004,Respitory,UT,crude_rate,51.1
2005,Respitory,UT,deaths,1189
2005,Respitory,UT,population,2457719
2005,Respitory,UT,crude_rate,48.4
2006,Respitory,UT,deaths,1204
2006,Respitory,UT,population,2525507
2006,Respitory,UT,crude_rate,47.7
2007,Respitory,UT,deaths,1210
2007,Respitory,UT,population,2597746
2007,Respitory,UT,crude_rate,46.6
2008,Respitory,UT,deaths,1240
2008,Respitory,UT,population,2663029
2008,Respitory,UT,crude_rate,46.6
2009,Respitory,UT,deaths,1242
2009,Respitory,UT,population,2723421
2009,Respitory,UT,crude_rate,45.6
2010,Respitory,UT,deaths,1348
2010,Respitory,UT,population,2763885
2010,Respitory,UT,crude_rate,48.8
1999,Respitory,VT,deaths,529
1999,Respitory,VT,population,604683
1999,Respitory,VT,crude_rate,87.5
2000,Respitory,VT,deaths,530
2000,Respitory,VT,population,608827
2000,Respitory,VT,crude_rate,87.1
2001,Respitory,VT,deaths,541
2001,Respitory,VT,population,612223
2001,Respitory,VT,crude_rate,88.4
2002,Respitory,VT,deaths,496
2002,Respitory,VT,population,615442
2002,Respitory,VT,crude_rate,80.6
2003,Respitory,VT,deaths,496
2003,Respitory,VT,population,617858
2003,Respitory,VT,crude_rate,80.3
2004,Respitory,VT,deaths,477
2004,Respitory,VT,population,619920
2004,Respitory,VT,crude_rate,76.9
2005,Respitory,VT,deaths,589
2005,Respitory,VT,population,621215
2005,Respitory,VT,crude_rate,94.8
2006,Respitory,VT,deaths,491
2006,Respitory,VT,population,622892
2006,Respitory,VT,crude_rate,78.8
2007,Respitory,VT,deaths,479
2007,Respitory,VT,population,623481
2007,Respitory,VT,crude_rate,76.8
2008,Respitory,VT,deaths,502
2008,Respitory,VT,population,624151
2008,Respitory,VT,crude_rate,80.4
2009,Respitory,VT,deaths,491
2009,Respitory,VT,population,624817
2009,Respitory,VT,crude_rate,78.6
2010,Respitory,VT,deaths,488
2010,Respitory,VT,population,625741
2010,Respitory,VT,crude_rate,78
1999,Respitory,VA,deaths,5543
1999,Respitory,VA,population,7000174
1999,Respitory,VA,crude_rate,79.2
2000,Respitory,VA,deaths,5598
2000,Respitory,VA,population,7078515
2000,Respitory,VA,crude_rate,79.1
2001,Respitory,VA,deaths,5666
2001,Respitory,VA,population,7198362
2001,Respitory,VA,crude_rate,78.7
2002,Respitory,VA,deaths,5616
2002,Respitory,VA,population,7286873
2002,Respitory,VA,crude_rate,77.1
2003,Respitory,VA,deaths,5867
2003,Respitory,VA,population,7366977
2003,Respitory,VA,crude_rate,79.6
2004,Respitory,VA,deaths,5517
2004,Respitory,VA,population,7475575
2004,Respitory,VA,crude_rate,73.8
2005,Respitory,VA,deaths,5825
2005,Respitory,VA,population,7577105
2005,Respitory,VA,crude_rate,76.9
2006,Respitory,VA,deaths,5466
2006,Respitory,VA,population,7673725
2006,Respitory,VA,crude_rate,71.2
2007,Respitory,VA,deaths,5423
2007,Respitory,VA,population,7751000
2007,Respitory,VA,crude_rate,70
2008,Respitory,VA,deaths,5848
2008,Respitory,VA,population,7833496
2008,Respitory,VA,crude_rate,74.7
2009,Respitory,VA,deaths,5751
2009,Respitory,VA,population,7925937
2009,Respitory,VA,crude_rate,72.6
2010,Respitory,VA,deaths,5588
2010,Respitory,VA,population,8001024
2010,Respitory,VA,crude_rate,69.8
1999,Respitory,WA,deaths,4721
1999,Respitory,WA,population,5842564
1999,Respitory,WA,crude_rate,80.8
2000,Respitory,WA,deaths,4535
2000,Respitory,WA,population,5894121
2000,Respitory,WA,crude_rate,76.9
2001,Respitory,WA,deaths,4582
2001,Respitory,WA,population,5985722
2001,Respitory,WA,crude_rate,76.5
2002,Respitory,WA,deaths,4546
2002,Respitory,WA,population,6052349
2002,Respitory,WA,crude_rate,75.1
2003,Respitory,WA,deaths,4644
2003,Respitory,WA,population,6104115
2003,Respitory,WA,crude_rate,76.1
2004,Respitory,WA,deaths,4160
2004,Respitory,WA,population,6178645
2004,Respitory,WA,crude_rate,67.3
2005,Respitory,WA,deaths,4593
2005,Respitory,WA,population,6257305
2005,Respitory,WA,crude_rate,73.4
2006,Respitory,WA,deaths,4456
2006,Respitory,WA,population,6370753
2006,Respitory,WA,crude_rate,69.9
2007,Respitory,WA,deaths,4457
2007,Respitory,WA,population,6461587
2007,Respitory,WA,crude_rate,69
2008,Respitory,WA,deaths,4704
2008,Respitory,WA,population,6562231
2008,Respitory,WA,crude_rate,71.7
2009,Respitory,WA,deaths,4658
2009,Respitory,WA,population,6667426
2009,Respitory,WA,crude_rate,69.9
2010,Respitory,WA,deaths,4336
2010,Respitory,WA,population,6724540
2010,Respitory,WA,crude_rate,64.5
1999,Respitory,WV,deaths,2234
1999,Respitory,WV,population,1811799
1999,Respitory,WV,crude_rate,123.3
2000,Respitory,WV,deaths,2305
2000,Respitory,WV,population,1808344
2000,Respitory,WV,crude_rate,127.5
2001,Respitory,WV,deaths,2236
2001,Respitory,WV,population,1801481
2001,Respitory,WV,crude_rate,124.1
2002,Respitory,WV,deaths,2133
2002,Respitory,WV,population,1805414
2002,Respitory,WV,crude_rate,118.1
2003,Respitory,WV,deaths,2263
2003,Respitory,WV,population,1812295
2003,Respitory,WV,crude_rate,124.9
2004,Respitory,WV,deaths,2170
2004,Respitory,WV,population,1816438
2004,Respitory,WV,crude_rate,119.5
2005,Respitory,WV,deaths,2300
2005,Respitory,WV,population,1820492
2005,Respitory,WV,crude_rate,126.3
2006,Respitory,WV,deaths,2230
2006,Respitory,WV,population,1827912
2006,Respitory,WV,crude_rate,122
2007,Respitory,WV,deaths,2214
2007,Respitory,WV,population,1834052
2007,Respitory,WV,crude_rate,120.7
2008,Respitory,WV,deaths,2553
2008,Respitory,WV,population,1840310
2008,Respitory,WV,crude_rate,138.7
2009,Respitory,WV,deaths,2420
2009,Respitory,WV,population,1847775
2009,Respitory,WV,crude_rate,131
2010,Respitory,WV,deaths,2434
2010,Respitory,WV,population,1852994
2010,Respitory,WV,crude_rate,131.4
1999,Respitory,WI,deaths,4488
1999,Respitory,WI,population,5332666
1999,Respitory,WI,crude_rate,84.2
2000,Respitory,WI,deaths,4355
2000,Respitory,WI,population,5363675
2000,Respitory,WI,crude_rate,81.2
2001,Respitory,WI,deaths,4398
2001,Respitory,WI,population,5406835
2001,Respitory,WI,crude_rate,81.3
2002,Respitory,WI,deaths,4387
2002,Respitory,WI,population,5445162
2002,Respitory,WI,crude_rate,80.6
2003,Respitory,WI,deaths,4262
2003,Respitory,WI,population,5479203
2003,Respitory,WI,crude_rate,77.8
2004,Respitory,WI,deaths,4284
2004,Respitory,WI,population,5514026
2004,Respitory,WI,crude_rate,77.7
2005,Respitory,WI,deaths,4535
2005,Respitory,WI,population,5546166
2005,Respitory,WI,crude_rate,81.8
2006,Respitory,WI,deaths,4208
2006,Respitory,WI,population,5577655
2006,Respitory,WI,crude_rate,75.4
2007,Respitory,WI,deaths,4314
2007,Respitory,WI,population,5610775
2007,Respitory,WI,crude_rate,76.9
2008,Respitory,WI,deaths,4553
2008,Respitory,WI,population,5640996
2008,Respitory,WI,crude_rate,80.7
2009,Respitory,WI,deaths,4338
2009,Respitory,WI,population,5669264
2009,Respitory,WI,crude_rate,76.5
2010,Respitory,WI,deaths,4292
2010,Respitory,WI,population,5686986
2010,Respitory,WI,crude_rate,75.5
1999,Respitory,WY,deaths,538
1999,Respitory,WY,population,491780
1999,Respitory,WY,crude_rate,109.4
2000,Respitory,WY,deaths,470
2000,Respitory,WY,population,493782
2000,Respitory,WY,crude_rate,95.2
2001,Respitory,WY,deaths,461
2001,Respitory,WY,population,494657
2001,Respitory,WY,crude_rate,93.2
2002,Respitory,WY,deaths,523
2002,Respitory,WY,population,500017
2002,Respitory,WY,crude_rate,104.6
2003,Respitory,WY,deaths,485
2003,Respitory,WY,population,503453
2003,Respitory,WY,crude_rate,96.3
2004,Respitory,WY,deaths,495
2004,Respitory,WY,population,509106
2004,Respitory,WY,crude_rate,97.2
2005,Respitory,WY,deaths,484
2005,Respitory,WY,population,514157
2005,Respitory,WY,crude_rate,94.1
2006,Respitory,WY,deaths,558
2006,Respitory,WY,population,522667
2006,Respitory,WY,crude_rate,106.8
2007,Respitory,WY,deaths,489
2007,Respitory,WY,population,534876
2007,Respitory,WY,crude_rate,91.4
2008,Respitory,WY,deaths,520
2008,Respitory,WY,population,546043
2008,Respitory,WY,crude_rate,95.2
2009,Respitory,WY,deaths,538
2009,Respitory,WY,population,559851
2009,Respitory,WY,crude_rate,96.1
2010,Respitory,WY,deaths,561
2010,Respitory,WY,population,563626
2010,Respitory,WY,crude_rate,99.5
1999,Digestive,AL,deaths,1456
1999,Digestive,AL,population,4430141
1999,Digestive,AL,crude_rate,32.9
2000,Digestive,AL,deaths,1494
2000,Digestive,AL,population,4447100
2000,Digestive,AL,crude_rate,33.6
2001,Digestive,AL,deaths,1588
2001,Digestive,AL,population,4467634
2001,Digestive,AL,crude_rate,35.5
2002,Digestive,AL,deaths,1561
2002,Digestive,AL,population,4480089
2002,Digestive,AL,crude_rate,34.8
2003,Digestive,AL,deaths,1592
2003,Digestive,AL,population,4503491
2003,Digestive,AL,crude_rate,35.4
2004,Digestive,AL,deaths,1596
2004,Digestive,AL,population,4530729
2004,Digestive,AL,crude_rate,35.2
2005,Digestive,AL,deaths,1608
2005,Digestive,AL,population,4569805
2005,Digestive,AL,crude_rate,35.2
2006,Digestive,AL,deaths,1608
2006,Digestive,AL,population,4628981
2006,Digestive,AL,crude_rate,34.7
2007,Digestive,AL,deaths,1617
2007,Digestive,AL,population,4672840
2007,Digestive,AL,crude_rate,34.6
2008,Digestive,AL,deaths,1613
2008,Digestive,AL,population,4718206
2008,Digestive,AL,crude_rate,34.2
2009,Digestive,AL,deaths,1636
2009,Digestive,AL,population,4757938
2009,Digestive,AL,crude_rate,34.4
2010,Digestive,AL,deaths,1604
2010,Digestive,AL,population,4779736
2010,Digestive,AL,crude_rate,33.6
1999,Digestive,AK,deaths,106
1999,Digestive,AK,population,624779
1999,Digestive,AK,crude_rate,17
2000,Digestive,AK,deaths,102
2000,Digestive,AK,population,626932
2000,Digestive,AK,crude_rate,16.3
2001,Digestive,AK,deaths,128
2001,Digestive,AK,population,633714
2001,Digestive,AK,crude_rate,20.2
2002,Digestive,AK,deaths,141
2002,Digestive,AK,population,642337
2002,Digestive,AK,crude_rate,22
2003,Digestive,AK,deaths,142
2003,Digestive,AK,population,648414
2003,Digestive,AK,crude_rate,21.9
2004,Digestive,AK,deaths,123
2004,Digestive,AK,population,659286
2004,Digestive,AK,crude_rate,18.7
2005,Digestive,AK,deaths,134
2005,Digestive,AK,population,666946
2005,Digestive,AK,crude_rate,20.1
2006,Digestive,AK,deaths,142
2006,Digestive,AK,population,675302
2006,Digestive,AK,crude_rate,21
2007,Digestive,AK,deaths,170
2007,Digestive,AK,population,680300
2007,Digestive,AK,crude_rate,25
2008,Digestive,AK,deaths,163
2008,Digestive,AK,population,687455
2008,Digestive,AK,crude_rate,23.7
2009,Digestive,AK,deaths,189
2009,Digestive,AK,population,698895
2009,Digestive,AK,crude_rate,27
2010,Digestive,AK,deaths,151
2010,Digestive,AK,population,710231
2010,Digestive,AK,crude_rate,21.3
1999,Digestive,AZ,deaths,1577
1999,Digestive,AZ,population,5023823
1999,Digestive,AZ,crude_rate,31.4
2000,Digestive,AZ,deaths,1704
2000,Digestive,AZ,population,5130632
2000,Digestive,AZ,crude_rate,33.2
2001,Digestive,AZ,deaths,1671
2001,Digestive,AZ,population,5273477
2001,Digestive,AZ,crude_rate,31.7
2002,Digestive,AZ,deaths,1683
2002,Digestive,AZ,population,5396255
2002,Digestive,AZ,crude_rate,31.2
2003,Digestive,AZ,deaths,1739
2003,Digestive,AZ,population,5510364
2003,Digestive,AZ,crude_rate,31.6
2004,Digestive,AZ,deaths,1663
2004,Digestive,AZ,population,5652404
2004,Digestive,AZ,crude_rate,29.4
2005,Digestive,AZ,deaths,1807
2005,Digestive,AZ,population,5839077
2005,Digestive,AZ,crude_rate,30.9
2006,Digestive,AZ,deaths,1847
2006,Digestive,AZ,population,6029141
2006,Digestive,AZ,crude_rate,30.6
2007,Digestive,AZ,deaths,1843
2007,Digestive,AZ,population,6167681
2007,Digestive,AZ,crude_rate,29.9
2008,Digestive,AZ,deaths,1803
2008,Digestive,AZ,population,6280362
2008,Digestive,AZ,crude_rate,28.7
2009,Digestive,AZ,deaths,1874
2009,Digestive,AZ,population,6343154
2009,Digestive,AZ,crude_rate,29.5
2010,Digestive,AZ,deaths,1950
2010,Digestive,AZ,population,6392017
2010,Digestive,AZ,crude_rate,30.5
1999,Digestive,AR,deaths,906
1999,Digestive,AR,population,2651860
1999,Digestive,AR,crude_rate,34.2
2000,Digestive,AR,deaths,931
2000,Digestive,AR,population,2673400
2000,Digestive,AR,crude_rate,34.8
2001,Digestive,AR,deaths,922
2001,Digestive,AR,population,2691571
2001,Digestive,AR,crude_rate,34.3
2002,Digestive,AR,deaths,927
2002,Digestive,AR,population,2705927
2002,Digestive,AR,crude_rate,34.3
2003,Digestive,AR,deaths,960
2003,Digestive,AR,population,2724816
2003,Digestive,AR,crude_rate,35.2
2004,Digestive,AR,deaths,1010
2004,Digestive,AR,population,2749686
2004,Digestive,AR,crude_rate,36.7
2005,Digestive,AR,deaths,958
2005,Digestive,AR,population,2781097
2005,Digestive,AR,crude_rate,34.4
2006,Digestive,AR,deaths,960
2006,Digestive,AR,population,2821761
2006,Digestive,AR,crude_rate,34
2007,Digestive,AR,deaths,978
2007,Digestive,AR,population,2848650
2007,Digestive,AR,crude_rate,34.3
2008,Digestive,AR,deaths,1007
2008,Digestive,AR,population,2874554
2008,Digestive,AR,crude_rate,35
2009,Digestive,AR,deaths,970
2009,Digestive,AR,population,2896843
2009,Digestive,AR,crude_rate,33.5
2010,Digestive,AR,deaths,998
2010,Digestive,AR,population,2915918
2010,Digestive,AR,crude_rate,34.2
1999,Digestive,CA,deaths,8631
1999,Digestive,CA,population,33499204
1999,Digestive,CA,crude_rate,25.8
2000,Digestive,CA,deaths,8705
2000,Digestive,CA,population,33871648
2000,Digestive,CA,crude_rate,25.7
2001,Digestive,CA,deaths,8798
2001,Digestive,CA,population,34479458
2001,Digestive,CA,crude_rate,25.5
2002,Digestive,CA,deaths,9089
2002,Digestive,CA,population,34871843
2002,Digestive,CA,crude_rate,26.1
2003,Digestive,CA,deaths,9226
2003,Digestive,CA,population,35253159
2003,Digestive,CA,crude_rate,26.2
2004,Digestive,CA,deaths,9002
2004,Digestive,CA,population,35574576
2004,Digestive,CA,crude_rate,25.3
2005,Digestive,CA,deaths,9277
2005,Digestive,CA,population,35827943
2005,Digestive,CA,crude_rate,25.9
2006,Digestive,CA,deaths,9291
2006,Digestive,CA,population,36021202
2006,Digestive,CA,crude_rate,25.8
2007,Digestive,CA,deaths,9514
2007,Digestive,CA,population,36250311
2007,Digestive,CA,crude_rate,26.2
2008,Digestive,CA,deaths,9615
2008,Digestive,CA,population,36604337
2008,Digestive,CA,crude_rate,26.3
2009,Digestive,CA,deaths,9525
2009,Digestive,CA,population,36961229
2009,Digestive,CA,crude_rate,25.8
2010,Digestive,CA,deaths,9401
2010,Digestive,CA,population,37253956
2010,Digestive,CA,crude_rate,25.2
1999,Digestive,CO,deaths,1184
1999,Digestive,CO,population,4226018
1999,Digestive,CO,crude_rate,28
2000,Digestive,CO,deaths,1227
2000,Digestive,CO,population,4301261
2000,Digestive,CO,crude_rate,28.5
