year,cancerType,state,stat,value
2000,Prenatal,NE,crude_rate,4.7
2001,Prenatal,NE,deaths,89
2001,Prenatal,NE,population,1719836
2001,Prenatal,NE,crude_rate,5.2
2002,Prenatal,NE,deaths,84
2002,Prenatal,NE,population,1728292
2002,Prenatal,NE,crude_rate,4.9
2003,Prenatal,NE,deaths,59
2003,Prenatal,NE,population,1738643
2003,Prenatal,NE,crude_rate,3.4
2004,Prenatal,NE,deaths,82
2004,Prenatal,NE,population,1749370
2004,Prenatal,NE,crude_rate,4.7
2005,Prenatal,NE,deaths,68
2005,Prenatal,NE,population,1761497
2005,Prenatal,NE,crude_rate,3.9
2006,Prenatal,NE,deaths,64
2006,Prenatal,NE,population,1772693
2006,Prenatal,NE,crude_rate,3.6
2007,Prenatal,NE,deaths,97
2007,Prenatal,NE,population,1783440
2007,Prenatal,NE,crude_rate,5.4
2008,Prenatal,NE,deaths,67
2008,Prenatal,NE,population,1796378
2008,Prenatal,NE,crude_rate,3.7
2009,Prenatal,NE,deaths,59
2009,Prenatal,NE,population,1812683
2009,Prenatal,NE,crude_rate,3.3
2010,Prenatal,NE,deaths,70
2010,Prenatal,NE,population,1826341
2010,Prenatal,NE,crude_rate,3.8
1999,Prenatal,NV,deaths,73
1999,Prenatal,NV,population,1934718
1999,Prenatal,NV,crude_rate,3.8
2000,Prenatal,NV,deaths,82
2000,Prenatal,NV,population,1998257
2000,Prenatal,NV,crude_rate,4.1
2001,Prenatal,NV,deaths,61
2001,Prenatal,NV,population,2098399
2001,Prenatal,NV,crude_rate,2.9
2002,Prenatal,NV,deaths,86
2002,Prenatal,NV,population,2173791
2002,Prenatal,NV,crude_rate,4
2003,Prenatal,NV,deaths,91
2003,Prenatal,NV,population,2248850
2003,Prenatal,NV,crude_rate,4
2004,Prenatal,NV,deaths,110
2004,Prenatal,NV,population,2346222
2004,Prenatal,NV,crude_rate,4.7
2005,Prenatal,NV,deaths,87
2005,Prenatal,NV,population,2432143
2005,Prenatal,NV,crude_rate,3.6
2006,Prenatal,NV,deaths,120
2006,Prenatal,NV,population,2522658
2006,Prenatal,NV,crude_rate,4.8
2007,Prenatal,NV,deaths,119
2007,Prenatal,NV,population,2601072
2007,Prenatal,NV,crude_rate,4.6
2008,Prenatal,NV,deaths,94
2008,Prenatal,NV,population,2653630
2008,Prenatal,NV,crude_rate,3.5
2009,Prenatal,NV,deaths,104
2009,Prenatal,NV,population,2684665
2009,Prenatal,NV,crude_rate,3.9
2010,Prenatal,NV,deaths,76
2010,Prenatal,NV,population,2700551
2010,Prenatal,NV,crude_rate,2.8
1999,Prenatal,NH,deaths,51
1999,Prenatal,NH,population,1222014
1999,Prenatal,NH,crude_rate,4.2
2000,Prenatal,NH,deaths,42
2000,Prenatal,NH,population,1235786
2000,Prenatal,NH,crude_rate,3.4
2001,Prenatal,NH,deaths,29
2001,Prenatal,NH,population,1255517
2001,Prenatal,NH,crude_rate,2.3
2002,Prenatal,NH,deaths,36
2002,Prenatal,NH,population,1269089
2002,Prenatal,NH,crude_rate,2.8
2003,Prenatal,NH,deaths,27
2003,Prenatal,NH,population,1279840
2003,Prenatal,NH,crude_rate,2.1
2004,Prenatal,NH,deaths,45
2004,Prenatal,NH,population,1290121
2004,Prenatal,NH,crude_rate,3.5
2005,Prenatal,NH,deaths,47
2005,Prenatal,NH,population,1298492
2005,Prenatal,NH,crude_rate,3.6
2006,Prenatal,NH,deaths,40
2006,Prenatal,NH,population,1308389
2006,Prenatal,NH,crude_rate,3.1
2007,Prenatal,NH,deaths,33
2007,Prenatal,NH,population,1312540
2007,Prenatal,NH,crude_rate,2.5
2008,Prenatal,NH,deaths,30
2008,Prenatal,NH,population,1315906
2008,Prenatal,NH,crude_rate,2.3
2009,Prenatal,NH,deaths,40
2009,Prenatal,NH,population,1316102
2009,Prenatal,NH,crude_rate,3
2010,Prenatal,NH,deaths,21
2010,Prenatal,NH,population,1316470
2010,Prenatal,NH,crude_rate,1.6
1999,Prenatal,NJ,deaths,467
1999,Prenatal,NJ,population,8359592
1999,Prenatal,NJ,crude_rate,5.6
2000,Prenatal,NJ,deaths,381
2000,Prenatal,NJ,population,8414350
2000,Prenatal,NJ,crude_rate,4.5
2001,Prenatal,NJ,deaths,400
2001,Prenatal,NJ,population,8492671
2001,Prenatal,NJ,crude_rate,4.7
2002,Prenatal,NJ,deaths,387
2002,Prenatal,NJ,population,8552643
2002,Prenatal,NJ,crude_rate,4.5
2003,Prenatal,NJ,deaths,378
2003,Prenatal,NJ,population,8601402
2003,Prenatal,NJ,crude_rate,4.4
2004,Prenatal,NJ,deaths,385
2004,Prenatal,NJ,population,8634561
2004,Prenatal,NJ,crude_rate,4.5
2005,Prenatal,NJ,deaths,331
2005,Prenatal,NJ,population,8651974
2005,Prenatal,NJ,crude_rate,3.8
2006,Prenatal,NJ,deaths,373
2006,Prenatal,NJ,population,8661679
2006,Prenatal,NJ,crude_rate,4.3
2007,Prenatal,NJ,deaths,334
2007,Prenatal,NJ,population,8677885
2007,Prenatal,NJ,crude_rate,3.8
2008,Prenatal,NJ,deaths,320
2008,Prenatal,NJ,population,8711090
2008,Prenatal,NJ,crude_rate,3.7
2009,Prenatal,NJ,deaths,328
2009,Prenatal,NJ,population,8755602
2009,Prenatal,NJ,crude_rate,3.7
2010,Prenatal,NJ,deaths,308
2010,Prenatal,NJ,population,8791894
2010,Prenatal,NJ,crude_rate,3.5
1999,Prenatal,NM,deaths,81
1999,Prenatal,NM,population,1808082
1999,Prenatal,NM,crude_rate,4.5
2000,Prenatal,NM,deaths,81
2000,Prenatal,NM,population,1819046
2000,Prenatal,NM,crude_rate,4.5
2001,Prenatal,NM,deaths,67
2001,Prenatal,NM,population,1831690
2001,Prenatal,NM,crude_rate,3.7
2002,Prenatal,NM,deaths,74
2002,Prenatal,NM,population,1855309
2002,Prenatal,NM,crude_rate,4
2003,Prenatal,NM,deaths,67
2003,Prenatal,NM,population,1877574
2003,Prenatal,NM,crude_rate,3.6
2004,Prenatal,NM,deaths,77
2004,Prenatal,NM,population,1903808
2004,Prenatal,NM,crude_rate,4
2005,Prenatal,NM,deaths,81
2005,Prenatal,NM,population,1932274
2005,Prenatal,NM,crude_rate,4.2
2006,Prenatal,NM,deaths,74
2006,Prenatal,NM,population,1962137
2006,Prenatal,NM,crude_rate,3.8
2007,Prenatal,NM,deaths,83
2007,Prenatal,NM,population,1990070
2007,Prenatal,NM,crude_rate,4.2
2008,Prenatal,NM,deaths,85
2008,Prenatal,NM,population,2010662
2008,Prenatal,NM,crude_rate,4.2
2009,Prenatal,NM,deaths,62
2009,Prenatal,NM,population,2036802
2009,Prenatal,NM,crude_rate,3
2010,Prenatal,NM,deaths,63
2010,Prenatal,NM,population,2059179
2010,Prenatal,NM,crude_rate,3.1
1999,Prenatal,NY,deaths,904
1999,Prenatal,NY,population,18882725
1999,Prenatal,NY,crude_rate,4.8
2000,Prenatal,NY,deaths,931
2000,Prenatal,NY,population,18976457
2000,Prenatal,NY,crude_rate,4.9
2001,Prenatal,NY,deaths,824
2001,Prenatal,NY,population,19082838
2001,Prenatal,NY,crude_rate,4.3
2002,Prenatal,NY,deaths,878
2002,Prenatal,NY,population,19137800
2002,Prenatal,NY,crude_rate,4.6
2003,Prenatal,NY,deaths,873
2003,Prenatal,NY,population,19175939
2003,Prenatal,NY,crude_rate,4.6
2004,Prenatal,NY,deaths,864
2004,Prenatal,NY,population,19171567
2004,Prenatal,NY,crude_rate,4.5
2005,Prenatal,NY,deaths,796
2005,Prenatal,NY,population,19132610
2005,Prenatal,NY,crude_rate,4.2
2006,Prenatal,NY,deaths,797
2006,Prenatal,NY,population,19104631
2006,Prenatal,NY,crude_rate,4.2
2007,Prenatal,NY,deaths,778
2007,Prenatal,NY,population,19132335
2007,Prenatal,NY,crude_rate,4.1
2008,Prenatal,NY,deaths,734
2008,Prenatal,NY,population,19212436
2008,Prenatal,NY,crude_rate,3.8
2009,Prenatal,NY,deaths,750
2009,Prenatal,NY,population,19307066
2009,Prenatal,NY,crude_rate,3.9
2010,Prenatal,NY,deaths,711
2010,Prenatal,NY,population,19378102
2010,Prenatal,NY,crude_rate,3.7
1999,Prenatal,NC,deaths,584
1999,Prenatal,NC,population,7949361
1999,Prenatal,NC,crude_rate,7.3
2000,Prenatal,NC,deaths,605
2000,Prenatal,NC,population,8049313
2000,Prenatal,NC,crude_rate,7.5
2001,Prenatal,NC,deaths,558
2001,Prenatal,NC,population,8210122
2001,Prenatal,NC,crude_rate,6.8
2002,Prenatal,NC,deaths,533
2002,Prenatal,NC,population,8326201
2002,Prenatal,NC,crude_rate,6.4
2003,Prenatal,NC,deaths,527
2003,Prenatal,NC,population,8422501
2003,Prenatal,NC,crude_rate,6.3
2004,Prenatal,NC,deaths,577
2004,Prenatal,NC,population,8553152
2004,Prenatal,NC,crude_rate,6.7
2005,Prenatal,NC,deaths,588
2005,Prenatal,NC,population,8705407
2005,Prenatal,NC,crude_rate,6.8
2006,Prenatal,NC,deaths,562
2006,Prenatal,NC,population,8917270
2006,Prenatal,NC,crude_rate,6.3
2007,Prenatal,NC,deaths,581
2007,Prenatal,NC,population,9118037
2007,Prenatal,NC,crude_rate,6.4
2008,Prenatal,NC,deaths,533
2008,Prenatal,NC,population,9309449
2008,Prenatal,NC,crude_rate,5.7
2009,Prenatal,NC,deaths,533
2009,Prenatal,NC,population,9449566
2009,Prenatal,NC,crude_rate,5.6
2010,Prenatal,NC,deaths,446
2010,Prenatal,NC,population,9535483
2010,Prenatal,NC,crude_rate,4.7
1999,Prenatal,ND,deaths,21
1999,Prenatal,ND,population,644259
1999,Prenatal,ND,crude_rate,3.3
2000,Prenatal,ND,deaths,24
2000,Prenatal,ND,population,642200
2000,Prenatal,ND,crude_rate,3.7
2001,Prenatal,ND,deaths,24
2001,Prenatal,ND,population,639062
2001,Prenatal,ND,crude_rate,3.8
2002,Prenatal,ND,deaths,21
2002,Prenatal,ND,population,638168
2002,Prenatal,ND,crude_rate,3.3
2003,Prenatal,ND,deaths,32
2003,Prenatal,ND,population,638817
2003,Prenatal,ND,crude_rate,5
2004,Prenatal,ND,deaths,28
2004,Prenatal,ND,population,644705
2004,Prenatal,ND,crude_rate,4.3
2005,Prenatal,ND,deaths,25
2005,Prenatal,ND,population,646089
2005,Prenatal,ND,crude_rate,3.9
2006,Prenatal,ND,deaths,20
2006,Prenatal,ND,population,649422
2006,Prenatal,ND,crude_rate,3.1
2007,Prenatal,ND,deaths,31
2007,Prenatal,ND,population,652822
2007,Prenatal,ND,crude_rate,4.7
2008,Prenatal,ND,deaths,27
2008,Prenatal,ND,population,657569
2008,Prenatal,ND,crude_rate,4.1
2009,Prenatal,ND,deaths,17
2009,Prenatal,ND,population,664968
2009,Prenatal,ND,crude_rate,2.6
2010,Prenatal,ND,deaths,25
2010,Prenatal,ND,population,672591
2010,Prenatal,ND,crude_rate,3.7
1999,Prenatal,OH,deaths,659
1999,Prenatal,OH,population,11335454
1999,Prenatal,OH,crude_rate,5.8
2000,Prenatal,OH,deaths,609
2000,Prenatal,OH,population,11353140
2000,Prenatal,OH,crude_rate,5.4
2001,Prenatal,OH,deaths,591
2001,Prenatal,OH,population,11387404
2001,Prenatal,OH,crude_rate,5.2
2002,Prenatal,OH,deaths,608
2002,Prenatal,OH,population,11407889
2002,Prenatal,OH,crude_rate,5.3
2003,Prenatal,OH,deaths,585
2003,Prenatal,OH,population,11434788
2003,Prenatal,OH,crude_rate,5.1
2004,Prenatal,OH,deaths,573
2004,Prenatal,OH,population,11452251
2004,Prenatal,OH,crude_rate,5
2005,Prenatal,OH,deaths,638
2005,Prenatal,OH,population,11463320
2005,Prenatal,OH,crude_rate,5.6
2006,Prenatal,OH,deaths,585
2006,Prenatal,OH,population,11481213
2006,Prenatal,OH,crude_rate,5.1
2007,Prenatal,OH,deaths,590
2007,Prenatal,OH,population,11500468
2007,Prenatal,OH,crude_rate,5.1
2008,Prenatal,OH,deaths,587
2008,Prenatal,OH,population,11515391
2008,Prenatal,OH,crude_rate,5.1
2009,Prenatal,OH,deaths,554
2009,Prenatal,OH,population,11528896
2009,Prenatal,OH,crude_rate,4.8
2010,Prenatal,OH,deaths,535
2010,Prenatal,OH,population,11536504
2010,Prenatal,OH,crude_rate,4.6
1999,Prenatal,OK,deaths,174
1999,Prenatal,OK,population,3437147
1999,Prenatal,OK,crude_rate,5.1
2000,Prenatal,OK,deaths,180
2000,Prenatal,OK,population,3450654
2000,Prenatal,OK,crude_rate,5.2
2001,Prenatal,OK,deaths,154
2001,Prenatal,OK,population,3467100
2001,Prenatal,OK,crude_rate,4.4
2002,Prenatal,OK,deaths,168
2002,Prenatal,OK,population,3489080
2002,Prenatal,OK,crude_rate,4.8
2003,Prenatal,OK,deaths,147
2003,Prenatal,OK,population,3504892
2003,Prenatal,OK,crude_rate,4.2
2004,Prenatal,OK,deaths,166
2004,Prenatal,OK,population,3525233
2004,Prenatal,OK,crude_rate,4.7
2005,Prenatal,OK,deaths,185
2005,Prenatal,OK,population,3548597
2005,Prenatal,OK,crude_rate,5.2
2006,Prenatal,OK,deaths,174
2006,Prenatal,OK,population,3594090
2006,Prenatal,OK,crude_rate,4.8
2007,Prenatal,OK,deaths,196
2007,Prenatal,OK,population,3634349
2007,Prenatal,OK,crude_rate,5.4
2008,Prenatal,OK,deaths,175
2008,Prenatal,OK,population,3668976
2008,Prenatal,OK,crude_rate,4.8
2009,Prenatal,OK,deaths,174
2009,Prenatal,OK,population,3717572
2009,Prenatal,OK,crude_rate,4.7
2010,Prenatal,OK,deaths,144
2010,Prenatal,OK,population,3751351
2010,Prenatal,OK,crude_rate,3.8
1999,Prenatal,OR,deaths,121
1999,Prenatal,OR,population,3393941
1999,Prenatal,OR,crude_rate,3.6
2000,Prenatal,OR,deaths,104
2000,Prenatal,OR,population,3421399
2000,Prenatal,OR,crude_rate,3
2001,Prenatal,OR,deaths,110
2001,Prenatal,OR,population,3467937
2001,Prenatal,OR,crude_rate,3.2
2002,Prenatal,OR,deaths,118
2002,Prenatal,OR,population,3513424
2002,Prenatal,OR,crude_rate,3.4
2003,Prenatal,OR,deaths,114
2003,Prenatal,OR,population,3547376
2003,Prenatal,OR,crude_rate,3.2
2004,Prenatal,OR,deaths,107
2004,Prenatal,OR,population,3569463
2004,Prenatal,OR,crude_rate,3
2005,Prenatal,OR,deaths,136
2005,Prenatal,OR,population,3613202
2005,Prenatal,OR,crude_rate,3.8
2006,Prenatal,OR,deaths,120
2006,Prenatal,OR,population,3670883
2006,Prenatal,OR,crude_rate,3.3
2007,Prenatal,OR,deaths,139
2007,Prenatal,OR,population,3722417
2007,Prenatal,OR,crude_rate,3.7
2008,Prenatal,OR,deaths,119
2008,Prenatal,OR,population,3768748
2008,Prenatal,OR,crude_rate,3.2
2009,Prenatal,OR,deaths,111
2009,Prenatal,OR,population,3808600
2009,Prenatal,OR,crude_rate,2.9
2010,Prenatal,OR,deaths,106
2010,Prenatal,OR,population,3831074
2010,Prenatal,OR,crude_rate,2.8
1999,Prenatal,PA,deaths,586
1999,Prenatal,PA,population,12263805
1999,Prenatal,PA,crude_rate,4.8
2000,Prenatal,PA,deaths,562
2000,Prenatal,PA,population,12281054
2000,Prenatal,PA,crude_rate,4.6
2001,Prenatal,PA,deaths,558
2001,Prenatal,PA,population,12298970
2001,Prenatal,PA,crude_rate,4.5
2002,Prenatal,PA,deaths,650
2002,Prenatal,PA,population,12331031
2002,Prenatal,PA,crude_rate,5.3
2003,Prenatal,PA,deaths,641
2003,Prenatal,PA,population,12374658
2003,Prenatal,PA,crude_rate,5.2
2004,Prenatal,PA,deaths,581
2004,Prenatal,PA,population,12410722
2004,Prenatal,PA,crude_rate,4.7
2005,Prenatal,PA,deaths,602
2005,Prenatal,PA,population,12449990
2005,Prenatal,PA,crude_rate,4.8
2006,Prenatal,PA,deaths,646
2006,Prenatal,PA,population,12510809
2006,Prenatal,PA,crude_rate,5.2
2007,Prenatal,PA,deaths,632
2007,Prenatal,PA,population,12563937
2007,Prenatal,PA,crude_rate,5
2008,Prenatal,PA,deaths,620
2008,Prenatal,PA,population,12612285
2008,Prenatal,PA,crude_rate,4.9
2009,Prenatal,PA,deaths,576
2009,Prenatal,PA,population,12666858
2009,Prenatal,PA,crude_rate,4.5
2010,Prenatal,PA,deaths,564
2010,Prenatal,PA,population,12702379
2010,Prenatal,PA,crude_rate,4.4
1999,Prenatal,RI,deaths,41
1999,Prenatal,RI,population,1040402
1999,Prenatal,RI,crude_rate,3.9
2000,Prenatal,RI,deaths,54
2000,Prenatal,RI,population,1048319
2000,Prenatal,RI,crude_rate,5.2
2001,Prenatal,RI,deaths,57
2001,Prenatal,RI,population,1057142
2001,Prenatal,RI,crude_rate,5.4
2002,Prenatal,RI,deaths,49
2002,Prenatal,RI,population,1065995
2002,Prenatal,RI,crude_rate,4.6
2003,Prenatal,RI,deaths,57
2003,Prenatal,RI,population,1071342
2003,Prenatal,RI,crude_rate,5.3
2004,Prenatal,RI,deaths,40
2004,Prenatal,RI,population,1074579
2004,Prenatal,RI,crude_rate,3.7
2005,Prenatal,RI,deaths,50
2005,Prenatal,RI,population,1067916
2005,Prenatal,RI,crude_rate,4.7
2006,Prenatal,RI,deaths,50
2006,Prenatal,RI,population,1063096
2006,Prenatal,RI,crude_rate,4.7
2007,Prenatal,RI,deaths,56
2007,Prenatal,RI,population,1057315
2007,Prenatal,RI,crude_rate,5.3
2008,Prenatal,RI,deaths,47
2008,Prenatal,RI,population,1055003
2008,Prenatal,RI,crude_rate,4.5
2009,Prenatal,RI,deaths,42
2009,Prenatal,RI,population,1053646
2009,Prenatal,RI,crude_rate,4
2010,Prenatal,RI,deaths,45
2010,Prenatal,RI,population,1052567
2010,Prenatal,RI,crude_rate,4.3
1999,Prenatal,SC,deaths,319
1999,Prenatal,SC,population,3974682
1999,Prenatal,SC,crude_rate,8
2000,Prenatal,SC,deaths,269
2000,Prenatal,SC,population,4012012
2000,Prenatal,SC,crude_rate,6.7
2001,Prenatal,SC,deaths,269
2001,Prenatal,SC,population,4064995
2001,Prenatal,SC,crude_rate,6.6
2002,Prenatal,SC,deaths,282
2002,Prenatal,SC,population,4107795
2002,Prenatal,SC,crude_rate,6.9
2003,Prenatal,SC,deaths,269
2003,Prenatal,SC,population,4150297
2003,Prenatal,SC,crude_rate,6.5
2004,Prenatal,SC,deaths,284
2004,Prenatal,SC,population,4210921
2004,Prenatal,SC,crude_rate,6.7
2005,Prenatal,SC,deaths,291
2005,Prenatal,SC,population,4270150
2005,Prenatal,SC,crude_rate,6.8
2006,Prenatal,SC,deaths,265
2006,Prenatal,SC,population,4357847
2006,Prenatal,SC,crude_rate,6.1
2007,Prenatal,SC,deaths,283
2007,Prenatal,SC,population,4444110
2007,Prenatal,SC,crude_rate,6.4
2008,Prenatal,SC,deaths,241
2008,Prenatal,SC,population,4528996
2008,Prenatal,SC,crude_rate,5.3
2009,Prenatal,SC,deaths,209
2009,Prenatal,SC,population,4589872
2009,Prenatal,SC,crude_rate,4.6
2010,Prenatal,SC,deaths,188
2010,Prenatal,SC,population,4625364
2010,Prenatal,SC,crude_rate,4.1
1999,Prenatal,SD,deaths,34
1999,Prenatal,SD,population,750412
1999,Prenatal,SD,crude_rate,4.5
2000,Prenatal,SD,deaths,22
2000,Prenatal,SD,population,754844
2000,Prenatal,SD,crude_rate,2.9
2001,Prenatal,SD,deaths,27
2001,Prenatal,SD,population,757972
2001,Prenatal,SD,crude_rate,3.6
2002,Prenatal,SD,deaths,23
2002,Prenatal,SD,population,760020
2002,Prenatal,SD,crude_rate,3
2003,Prenatal,SD,deaths,18
2003,Prenatal,SD,population,763729
2003,Prenatal,SD,crude_rate,2.4
2004,Prenatal,SD,deaths,36
2004,Prenatal,SD,population,770396
2004,Prenatal,SD,crude_rate,4.7
2005,Prenatal,SD,deaths,36
2005,Prenatal,SD,population,775493
2005,Prenatal,SD,crude_rate,4.6
2006,Prenatal,SD,deaths,20
2006,Prenatal,SD,population,783033
2006,Prenatal,SD,crude_rate,2.6
2007,Prenatal,SD,deaths,32
2007,Prenatal,SD,population,791623
2007,Prenatal,SD,crude_rate,4
2008,Prenatal,SD,deaths,35
2008,Prenatal,SD,population,799124
2008,Prenatal,SD,crude_rate,4.4
2009,Prenatal,SD,deaths,33
2009,Prenatal,SD,population,807067
2009,Prenatal,SD,crude_rate,4.1
2010,Prenatal,SD,deaths,33
2010,Prenatal,SD,population,814180
2010,Prenatal,SD,crude_rate,4.1
1999,Prenatal,TN,deaths,296
1999,Prenatal,TN,population,5638706
1999,Prenatal,TN,crude_rate,5.2
2000,Prenatal,TN,deaths,369
2000,Prenatal,TN,population,5689283
2000,Prenatal,TN,crude_rate,6.5
2001,Prenatal,TN,deaths,335
2001,Prenatal,TN,population,5750789
2001,Prenatal,TN,crude_rate,5.8
2002,Prenatal,TN,deaths,341
2002,Prenatal,TN,population,5795918
2002,Prenatal,TN,crude_rate,5.9
2003,Prenatal,TN,deaths,360
2003,Prenatal,TN,population,5847812
2003,Prenatal,TN,crude_rate,6.2
2004,Prenatal,TN,deaths,333
2004,Prenatal,TN,population,5910809
2004,Prenatal,TN,crude_rate,5.6
2005,Prenatal,TN,deaths,356
2005,Prenatal,TN,population,5991057
2005,Prenatal,TN,crude_rate,5.9
2006,Prenatal,TN,deaths,373
2006,Prenatal,TN,population,6088766
2006,Prenatal,TN,crude_rate,6.1
2007,Prenatal,TN,deaths,358
2007,Prenatal,TN,population,6175727
2007,Prenatal,TN,crude_rate,5.8
2008,Prenatal,TN,deaths,314
2008,Prenatal,TN,population,6247411
2008,Prenatal,TN,crude_rate,5
2009,Prenatal,TN,deaths,306
2009,Prenatal,TN,population,6306019
2009,Prenatal,TN,crude_rate,4.9
2010,Prenatal,TN,deaths,254
2010,Prenatal,TN,population,6346105
2010,Prenatal,TN,crude_rate,4
1999,Prenatal,TX,deaths,1011
1999,Prenatal,TX,population,20558220
1999,Prenatal,TX,crude_rate,4.9
2000,Prenatal,TX,deaths,865
2000,Prenatal,TX,population,20851820
2000,Prenatal,TX,crude_rate,4.1
2001,Prenatal,TX,deaths,966
2001,Prenatal,TX,population,21319622
2001,Prenatal,TX,crude_rate,4.5
2002,Prenatal,TX,deaths,1045
2002,Prenatal,TX,population,21690325
2002,Prenatal,TX,crude_rate,4.8
2003,Prenatal,TX,deaths,1195
2003,Prenatal,TX,population,22030931
2003,Prenatal,TX,crude_rate,5.4
2004,Prenatal,TX,deaths,1138
2004,Prenatal,TX,population,22394023
2004,Prenatal,TX,crude_rate,5.1
2005,Prenatal,TX,deaths,1174
2005,Prenatal,TX,population,22778123
2005,Prenatal,TX,crude_rate,5.2
2006,Prenatal,TX,deaths,1164
2006,Prenatal,TX,population,23359580
2006,Prenatal,TX,crude_rate,5
2007,Prenatal,TX,deaths,1137
2007,Prenatal,TX,population,23831983
2007,Prenatal,TX,crude_rate,4.8
2008,Prenatal,TX,deaths,1155
2008,Prenatal,TX,population,24309039
2008,Prenatal,TX,crude_rate,4.8
2009,Prenatal,TX,deaths,1087
2009,Prenatal,TX,population,24801761
2009,Prenatal,TX,crude_rate,4.4
2010,Prenatal,TX,deaths,1122
2010,Prenatal,TX,population,25145561
2010,Prenatal,TX,crude_rate,4.5
1999,Prenatal,UT,deaths,88
1999,Prenatal,UT,population,2203482
1999,Prenatal,UT,crude_rate,4
2000,Prenatal,UT,deaths,97
2000,Prenatal,UT,population,2233169
2000,Prenatal,UT,crude_rate,4.3
2001,Prenatal,UT,deaths,97
2001,Prenatal,UT,population,2283715
2001,Prenatal,UT,crude_rate,4.2
2002,Prenatal,UT,deaths,124
2002,Prenatal,UT,population,2324815
2002,Prenatal,UT,crude_rate,5.3
2003,Prenatal,UT,deaths,114
2003,Prenatal,UT,population,2360137
2003,Prenatal,UT,crude_rate,4.8
2004,Prenatal,UT,deaths,121
2004,Prenatal,UT,population,2401580
2004,Prenatal,UT,crude_rate,5
2005,Prenatal,UT,deaths,96
2005,Prenatal,UT,population,2457719
2005,Prenatal,UT,crude_rate,3.9
2006,Prenatal,UT,deaths,126
2006,Prenatal,UT,population,2525507
2006,Prenatal,UT,crude_rate,5
2007,Prenatal,UT,deaths,109
2007,Prenatal,UT,population,2597746
2007,Prenatal,UT,crude_rate,4.2
2008,Prenatal,UT,deaths,121
2008,Prenatal,UT,population,2663029
2008,Prenatal,UT,crude_rate,4.5
2009,Prenatal,UT,deaths,142
2009,Prenatal,UT,population,2723421
2009,Prenatal,UT,crude_rate,5.2
2010,Prenatal,UT,deaths,111
2010,Prenatal,UT,population,2763885
2010,Prenatal,UT,crude_rate,4
1999,Prenatal,VT,deaths,17
